Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Packet_Count,Flow_Duration,Packet_Interarrival_Time,TCP_Flags,Bytes_Sent,Bytes_Received,Traffic_Direction,Connection_State,Packet_Drop_Rate,Malformed_Packet_Count,Avg_Time_Between_Packets,Total_Flow_Count,Device_Type,Device_Manufacturer,OS_Version,CPU_Usage,Memory_Usage_MB,Energy_Consumption_Watts,Firmware_Version,Device_Uptime_Hours,Payload_Size_Bytes,Payload_Entropy,Payload_Content_Type,Signature_Match,Compressed_Encrypted_Flag,Content_Type_File_Transferred,Flow_Count_Per_Time_Window,Avg_Packet_Size_Bytes,Packet_Rate_Packets_Per_Second,Std_Dev_Packet_Size,Min_Packet_Size,Max_Packet_Size,Protocol_Distribution_TCP_Percent,Protocol_Distribution_UDP_Percent,Protocol_Distribution_ICMP_Percent,Session_Duration,Active_Time_Periods,Avg_Time_Between_Requests,Time_Of_Day,Day_Of_Week,Malware_Type,Attack_Vector,Source_Geolocation_Latitude,Source_Geolocation_Longitude,Destination_Geolocation_Latitude,Destination_Geolocation_Longitude,DNS_Query_Count,Suspicious_Domain_Query_Flag,File_Transfer_Occurred,File_Size_Bytes,Anomalous_Behavior_Flag,External_IP_Accessed_Flag,Label
192.168.0.79,10.0.0.17,36709,52339,TCP,1126.169328,715.8205646,34.72768835,93.86742781,SYN,40412.145,8524.53333,Egress,Established,0.007701177,0.240322816,2.458298407,7.973848242,Smart Camera,VendorB,v1.0,73.66464379,328.6136901,346.6562933,1,1031.849836,226.3450858,3.086905758,ASCII,0,1,Binary,18.83343018,1369.633917,60.18372573,164.9825073,1024,47589,0.200852966,0.010262374,0.177376591,329.7976932,67.66247386,66.65953802,18,0,Ransomware,Physical,41.4187136,51.76041615,-58.47506748,-117.2399666,3.573884868,0,1,13956.76008,1,1,1
192.168.0.5,10.0.0.145,38758,24548,UDP,1424.371014,71.65809746,4.345312091,377.6246462,SYN,1985.481458,6023.83199,Egress,SYN-Sent,0.025473356,1.165063076,10.5003503,13.44296766,Smart Bulb,VendorC,v1.0,28.28737143,157.6589816,53.568685,2.1,2722.114254,1568.234244,13.78318885,Binary,0,0,Binary,12.35565577,1743.05159,66.77254268,69.82348041,616,58377,1.105065317,0.151946795,0.054374596,2513.966303,222.9146105,218.3885156,5,3,None,None,83.27047632,152.6560618,17.29069677,-77.24657424,9.0416202,0,1,1074.535626,1,1,0
192.168.0.1,10.0.0.1,18208,50255,UDP,3233.464125,133.2462674,0.692594813,2.902231891,SYN,7696.364522,2198.883445,Egress,SYN-Sent,0.002006834,0.594831989,40.79057464,17.6198637,Smart Bulb,VendorB,v2.1,54.28639184,185.0361459,46.06122022,2.1,1240.436976,506.2292098,13.57547069,ASCII,0,1,Binary,27.9453723,4807.260777,5.246793801,155.7046589,818,8346,0.106520204,0.527226523,0.101365828,430.1878417,29.96492891,86.62428639,6,1,Ransomware,File Download,73.08438359,52.64191329,-22.32690419,-130.3836235,1.08517168,1,0,4575.825424,1,0,1
192.168.0.82,10.0.0.224,45033,24955,ICMP,3451.45271,287.0115443,98.98992452,107.4600067,SYN,7185.279378,13466.36932,Egress,Established,0.037854586,0.669809236,17.74335904,90.91191358,Smart Bulb,VendorA,v2.1,7.358814818,318.2759621,2.291630648,1,673.236576,1847.822017,0.045164256,Binary,1,1,HTML,16.64893652,4914.866231,30.55662075,9.902465243,337,45044,0.626342303,0.097526187,0.173910423,807.8113702,12.87962648,122.5414727,22,2,None,None,-89.38532755,-45.96278072,73.49484615,-126.5412222,2.233808761,0,1,4302.525101,1,1,0
192.168.0.80,10.0.0.158,16847,3383,TCP,1667.369758,453.3113507,1.476916343,11.69734151,PSH,3515.716048,22054.99869,Ingress,SYN-Sent,0.021224677,0.357500868,2.243024975,6.93091,Smart Camera,VendorB,v2.1,55.99769013,450.9723705,99.62976462,1,340.7591217,592.5104624,3.036239155,Binary,1,1,Binary,10.39061135,2282.346468,39.23049889,67.15891115,734,39491,0.115126438,0.135529356,1.088177079,2107.150999,3.171456316,13.36453133,23,5,None,None,-28.52155704,-30.84374368,-62.45512724,-110.5778344,19.39936887,1,0,10741.44749,1,1,0
192.168.0.221,10.0.0.49,12681,10070,UDP,3981.167675,557.1377298,29.41701424,0.783143829,SYN,1962.897451,12853.51668,Ingress,SYN-Sent,0.127766989,4.655929617,15.21983518,5.891427173,Smart Camera,VendorA,v2.1,114.2165789,43.20911709,87.49497675,3.2,23.45303223,78.95005976,1.207346984,ASCII,1,1,JS,52.16676059,377.7663482,14.4308607,595.660253,132,30246,0.820668949,0.067407564,0.069153912,471.5059283,89.39825577,0.772953071,21,3,None,None,46.85887583,43.0275582,43.57513616,117.3694911,19.89267747,0,1,3464.562383,0,1,0
192.168.0.31,10.0.0.163,40004,56785,TCP,184.2026849,232.9291585,186.6065767,338.4623914,FIN,11100.34248,4800.729191,Ingress,Established,0.062299206,1.885749192,14.57602388,24.35501339,Smart Camera,VendorA,v2.1,249.9175432,76.90516096,1.263862281,3.2,147.1970527,247.5195428,1.514168571,ASCII,0,1,Binary,20.15279996,20.73890884,50.48068671,182.1686716,312,38155,0.226763845,0.562796567,0.176489019,143.8250446,52.64503173,59.81427617,1,2,None,None,47.09383737,38.88596775,50.16487691,107.5271905,0.427193915,0,1,5876.313211,1,0,0
192.168.0.56,10.0.0.29,31168,43099,TCP,381.1548473,75.48905361,50.92471128,118.8454925,SYN,30341.15196,5759.07167,Ingress,SYN-Sent,0.168056857,0.309653143,75.43583314,6.673922293,Smart Camera,VendorC,v3.5,8.72726947,332.7428629,5.10784019,3.2,566.7158129,775.3836881,5.141151415,ASCII,0,1,Binary,55.49324189,111.1048121,81.18254982,12.38057268,939,62418,0.150236423,0.539585196,0.243456979,296.8814925,34.18705845,19.51305633,12,0,DDoS,Physical,-1.920301854,-126.7242192,86.48754918,-23.36155004,3.382073142,0,0,742.3264962,1,0,1
192.168.0.226,10.0.0.203,5382,32932,ICMP,703.7492789,689.3093986,27.17762938,18.45247842,SYN,15561.64941,6836.813054,Egress,Established,0.107651101,0.111419946,3.633937847,67.85851949,Smart Camera,VendorA,v2.1,15.65078922,0.1786382,3.219736381,1,1244.455349,3165.698647,4.001997159,ASCII,0,0,HTML,81.64672199,545.3284722,37.28315526,99.06076113,202,14234,0.74763933,0.019626971,0.68409817,230.1163469,123.3831173,15.31110759,21,0,DDoS,Network,-80.50007505,-4.980768247,9.148121476,58.10954304,8.02062631,0,0,1924.529021,0,0,1
192.168.0.138,10.0.0.128,43139,61682,UDP,3123.489711,243.3139131,69.04102907,4.5974459,RST,31595.65064,296.9802827,Ingress,SYN-Sent,0.015042285,1.385718166,4.766768059,85.2578635,Thermostat,VendorB,v1.0,67.46275782,346.6195736,87.79188797,1,132.4480154,1195.714111,2.259497139,ASCII,0,1,Binary,56.56754058,6448.529867,26.91432395,309.7797975,677,12191,0.675798579,0.944846357,0.154394301,320.6355381,95.23006903,92.84348903,10,4,DDoS,Physical,-11.06635326,173.0677379,45.44687561,63.0711705,6.383832569,0,1,4454.986456,1,1,1
192.168.0.243,10.0.0.153,21144,65197,TCP,2822.86995,512.7226353,17.37586752,47.31293337,FIN,9976.216117,96.16460613,Egress,Established,0.045691106,0.554089191,6.516178823,35.23529299,Smart Camera,VendorA,v2.1,38.37079434,234.1292084,15.62794447,3.2,1257.648122,2.496807101,4.79104556,ASCII,1,1,Binary,46.05815844,2750.365326,206.9912436,55.86093725,1236,28794,0.970734794,0.049306357,0.293131382,409.1175261,13.44409091,21.115434,12,3,Botnet,File Download,-18.84926755,100.0965459,-61.4136618,-162.7286457,3.109886719,0,0,1266.943941,1,1,1
192.168.0.67,10.0.0.52,18484,20056,UDP,468.0287194,606.9141208,340.7424442,82.99083745,PSH,7676.844595,6417.475079,Ingress,SYN-Sent,0.029774844,3.056256234,14.44686039,0.158891901,Smart Camera,VendorB,v1.0,54.17554365,593.0174033,41.58009923,1,2216.855531,56.82716639,1.307719522,ASCII,0,1,HTML,48.35454006,1026.374429,45.41785251,785.2148016,292,58478,0.642166394,0.197802789,0.039828931,1483.176672,25.06819529,72.60069107,2,0,None,None,9.303786347,135.1997057,-84.06814387,-111.6362852,0.34031759,1,0,1968.086293,0,1,0
192.168.0.191,10.0.0.204,5876,60089,TCP,4765.339184,25.9608831,104.2330213,178.6133735,RST,3385.144117,775.2215468,Ingress,Established,0.061149117,0.449963563,1.480569462,214.025117,Thermostat,VendorB,v1.0,119.0223501,37.14087883,13.34136396,1,964.9838903,1840.073224,5.765884978,ASCII,0,1,Binary,3.656423491,942.3197827,24.90647981,110.0003107,152,65365,0.639232568,0.446193448,0.025179934,40.88562417,101.1303544,40.5108571,19,3,Ransomware,File Download,-52.38542165,83.31548793,11.17652423,86.48659069,11.57663965,0,0,974.1313993,1,1,1
192.168.0.153,10.0.0.86,61374,16312,TCP,2277.223711,1324.717262,19.98023908,56.30137457,RST,8919.272763,5329.075689,Egress,SYN-Sent,0.106691782,0.50519122,4.957755495,127.1856385,Smart Camera,VendorC,v3.5,77.99505303,216.6017416,35.68853319,2.1,274.4907183,4.229469699,6.252657693,ASCII,0,0,HTML,25.14741235,872.0759642,102.1183141,352.9740073,314,36461,0.650869109,0.245818039,0.040358764,2280.072174,112.7047476,13.12463135,17,4,None,None,70.92749918,26.12682817,38.91291366,13.10611787,2.745053243,1,0,5514.917497,1,1,0
192.168.0.6,10.0.0.194,12016,47312,TCP,969.4288749,426.5290084,606.6591838,16.42051673,SYN,16744.85538,6658.751783,Ingress,SYN-Sent,0.091326435,1.846751663,58.58868732,12.89228678,Smart Camera,VendorB,v3.5,231.9745403,149.5855573,149.1476171,2.1,1197.880652,604.2879885,10.2309334,ASCII,0,0,Binary,102.9455863,92.8270193,97.95178222,192.1598472,317,45658,0.230935165,0.201263454,0.070143963,272.6192948,14.65984972,106.6026026,22,2,None,None,80.3511135,13.67716239,-30.21429901,78.69623024,3.044875376,1,0,2947.615974,1,1,0
192.168.0.175,10.0.0.93,21956,25092,UDP,908.9060025,829.5519395,11.66386119,21.48024551,ACK,3415.012818,2722.608939,Ingress,SYN-Sent,0.003464712,5.666068671,42.14159889,54.31938711,Smart Camera,VendorB,v1.0,1.862049635,827.941266,23.21619045,2.1,553.0688883,4341.794454,6.97861937,ASCII,1,1,JS,24.74830159,829.4097295,34.81487374,194.572964,1182,4043,0.506200625,0.038692638,0.356376997,1838.536386,15.99099221,66.99719857,3,3,None,None,36.45169544,38.70028587,9.374260567,-4.905406664,18.06420376,1,0,6572.88061,1,1,0
192.168.0.183,10.0.0.113,21807,49011,TCP,205.6579408,1253.081255,34.09903724,3.693971379,SYN,6543.82436,8285.101931,Egress,SYN-Sent,0.13836837,1.268849423,17.94661382,74.58350333,Thermostat,VendorB,v2.1,52.89392756,1205.388537,21.85099053,1,522.2464946,1042.429016,4.027899243,Binary,1,1,JS,3.728506266,69.87177335,64.85949704,312.3428633,199,13842,0.699030195,0.529825883,0.015251115,275.5690207,102.2526325,79.58834691,8,6,None,None,-29.48924389,-171.9706446,-77.25243747,59.95251461,1.302297097,0,0,1971.32515,1,0,0
192.168.0.9,10.0.0.200,21955,29126,UDP,366.8868569,673.8353932,61.43918231,27.74658718,ACK,1910.795721,3385.992145,Ingress,Established,0.007627909,3.415631494,17.56622941,85.62220545,Smart Camera,VendorB,v3.5,247.3154558,395.1921243,86.01478801,1,98.61566858,1929.415246,11.65588373,ASCII,0,1,JS,20.09830389,6029.495452,21.1791085,145.3825866,423,63504,0.478507056,0.294466725,0.081376738,2802.163217,229.4537157,142.7133108,5,3,None,None,40.21329934,-102.5893316,26.832626,-95.1492559,0.285443123,0,0,7611.489517,1,1,0
192.168.0.13,10.0.0.200,10308,42093,TCP,3965.319907,369.8928205,3.678430848,6.274869176,SYN,1763.795445,3512.387096,Ingress,SYN-Sent,0.010783213,0.518380867,31.1142498,1.79188001,Thermostat,VendorA,v1.0,54.01830237,258.1081971,21.84395479,2.1,819.3032664,1227.650587,0.552656632,ASCII,0,1,HTML,56.76713989,1393.797247,56.06223351,98.2549304,384,65156,0.361961121,0.076590895,0.09339508,1499.241508,193.0847341,43.92817569,23,6,None,None,-20.11805523,-59.9399251,73.34685438,-24.73623041,4.03494362,0,0,3718.783404,1,1,0
192.168.0.184,10.0.0.234,64691,1512,TCP,1046.785599,272.6875532,119.3626086,119.0820353,SYN,278.7340418,6923.050804,Egress,SYN-Sent,0.023183319,1.122826421,5.147414651,47.20556064,Thermostat,VendorB,v1.0,102.006736,195.9846909,58.40426343,2.1,139.5693847,225.9265695,7.18046026,ASCII,0,1,Binary,0.369753146,3200.900577,20.18317741,233.0119311,852,19017,0.629990363,0.146907902,0.027427112,45.49580093,40.55229799,163.229075,9,3,DDoS,Network,21.70326718,131.2713728,55.11589906,-82.42925528,8.74464855,0,1,4210.27603,1,0,1
192.168.0.234,10.0.0.90,43832,7810,UDP,184.3182303,349.0717649,130.4243162,14.04676482,SYN,12566.64146,20739.05993,Ingress,SYN-Sent,0.063694978,3.515649752,26.93266217,73.2316978,Smart Camera,VendorC,v1.0,118.2753974,826.125262,45.09289128,1,1190.995745,86.4451105,1.974112007,ASCII,0,1,HTML,19.3452686,6056.928987,68.42151054,47.47944753,1262,7459,0.119539093,0.352663206,0.260019732,1679.03576,83.48287909,160.1045605,9,4,None,None,11.08970848,175.1559215,63.84233375,-86.38132979,1.761904287,0,1,4027.087333,1,1,0
192.168.0.176,10.0.0.117,28246,56802,UDP,531.8881717,680.8089765,283.4765067,12.94023038,RST,3396.898514,7186.724842,Ingress,SYN-Sent,0.094457865,1.744197392,24.47344572,17.42484741,Smart Bulb,VendorB,v3.5,4.093329316,110.3506769,33.68796535,2.1,1652.403643,16.60334956,14.55060231,ASCII,1,1,JS,2.664664358,108.090344,122.5893271,579.9351065,1247,31520,0.651769991,0.352170184,0.045750192,1103.149932,74.1946047,39.07864932,13,6,None,None,-69.16561899,85.96116363,-32.28338514,172.2781763,8.300532263,0,0,4275.546675,1,1,0
192.168.0.234,10.0.0.169,60198,62455,UDP,504.5815218,295.7694259,47.72050652,34.78363491,RST,3952.416213,3832.115312,Ingress,SYN-Sent,0.097483303,0.703451076,55.05415904,141.3901381,Smart Camera,VendorC,v2.1,66.0884099,716.0054691,73.98622652,2.1,823.2506622,582.5648899,2.275160972,ASCII,0,1,Binary,64.65946906,1631.711495,25.83832084,229.3604762,303,6589,0.598409119,0.126082557,0.134398786,2826.737602,57.40091998,204.7198126,18,1,None,None,2.68886976,-2.740591304,-43.55140322,-58.16793168,11.39159125,0,0,9161.468282,1,1,0
192.168.0.192,10.0.0.58,27375,32530,UDP,220.428007,676.5117883,43.98349766,57.82596234,SYN,4108.419916,3485.641421,Egress,SYN-Sent,0.022614432,2.068079421,15.12942946,35.23420137,Thermostat,VendorB,v2.1,78.84857313,366.2898812,64.21415567,1,1132.475159,2540.464399,16.94843164,ASCII,0,1,Binary,30.36061755,1197.264298,14.50777838,78.94446499,1457,51523,0.156605746,0.221037819,0.4171356,622.7795071,37.09694669,0.386373909,10,6,None,None,76.85205421,-74.59827473,68.32156102,133.2389172,2.694956474,0,0,4788.431458,1,0,0
192.168.0.49,10.0.0.160,30730,48837,TCP,6229.023565,65.5736735,13.42527674,25.9727264,RST,4492.947446,981.8737146,Ingress,Established,0.024142066,3.622574769,22.76451286,73.65689042,Smart Bulb,VendorB,v2.1,70.4742728,102.9742908,35.46359672,3.2,105.2352357,1706.227129,2.197915418,ASCII,1,1,JS,40.83957603,1058.857568,8.835028967,32.51675653,997,27396,0.213049075,0.564217896,0.112443851,3488.666837,33.43760197,102.539924,2,0,Ransomware,Physical,-69.24266876,-39.50354748,47.47400406,-146.3665658,3.414213794,0,0,1138.903264,1,1,1
192.168.0.24,10.0.0.214,58586,61122,ICMP,2922.625372,2320.156369,165.269623,37.30516456,RST,23924.49639,295.2806498,Ingress,SYN-Sent,0.024154579,0.269981941,15.07130997,36.22161487,Smart Camera,VendorB,v3.5,101.1621055,218.6132998,83.3613984,2.1,1161.788903,2482.270997,0.055002595,Binary,0,1,HTML,16.51654886,969.6354132,264.5927095,33.29679613,853,47734,0.555524754,0.189010118,0.204722877,846.2834993,108.888645,7.918968503,9,5,None,None,-20.00809031,-116.6630694,-22.76357756,-43.71083791,0.710724577,1,0,371.6614414,1,0,0
192.168.0.117,10.0.0.233,42769,62635,TCP,110.7227194,118.5546747,183.885725,28.50734094,PSH,17260.19873,6233.090835,Ingress,Established,0.124200111,3.140942799,8.595470962,44.06057858,Thermostat,VendorB,v3.5,22.59140512,34.6991283,34.97926605,1,6743.393098,121.4496835,4.950480614,ASCII,0,1,Binary,38.76792109,1548.452323,19.63201971,62.10653219,770,26738,0.227652079,0.37705389,0.27201473,291.5533117,58.58617045,124.609053,17,3,Botnet,Physical,7.84856759,165.7537381,42.90140057,12.30600878,2.754301845,0,0,4760.664459,1,0,1
192.168.0.152,10.0.0.102,58781,52927,TCP,1783.54247,144.7777566,10.08558938,28.81414059,SYN,1244.078042,27401.94363,Egress,SYN-Sent,0.000518569,0.13625241,13.7071071,40.55952904,Smart Bulb,VendorA,v1.0,13.55565854,246.7006624,13.27300286,2.1,507.7725026,1234.357932,5.973549527,ASCII,0,1,JS,46.05972012,549.2874842,16.26971708,1.468616122,304,5456,0.073178103,0.005177811,0.044765956,2032.017829,2.166366487,2.291048924,15,4,DDoS,Physical,18.78094572,54.37535556,-72.43121726,-70.23562692,0.423723063,0,1,11510.7898,0,1,1
192.168.0.208,10.0.0.30,14247,61124,ICMP,123.9460317,498.5386563,6.305975519,118.2222589,RST,2494.892437,7982.995307,Ingress,Established,0.034847317,0.091174364,4.281383764,146.3039767,Smart Bulb,VendorA,v2.1,0.604582342,75.60237867,42.82557098,1,676.4964924,492.1265108,4.935178088,ASCII,0,0,Binary,33.24643809,271.0160195,118.5165639,88.22240145,587,38562,0.320830865,0.063234792,0.166588956,1279.634332,15.1691205,33.51233691,14,6,None,None,31.98750491,-151.9555231,22.77905744,-1.900015967,0.646175976,0,1,4172.940673,1,1,0
192.168.0.25,10.0.0.63,7741,27673,UDP,3772.423833,247.918047,247.5384229,43.9881992,SYN,11822.28701,21982.98652,Egress,Established,0.020767007,3.293561037,29.3411726,61.57945834,Smart Camera,VendorB,v2.1,35.25539255,553.4473384,7.791929252,2.1,302.489034,31.39398602,0.828810418,ASCII,0,1,HTML,40.95985977,2288.630719,54.37962977,141.1272116,232,53461,0.230457623,0.095165954,0.077890321,2484.188045,45.69809621,63.47704441,6,5,None,None,7.426722831,80.40388558,8.045960233,52.67296952,6.325752352,0,0,2510.382665,1,1,0
192.168.0.131,10.0.0.111,15610,61566,UDP,818.6657963,226.2435874,4.664583606,153.9396436,SYN,10920.77616,3800.517223,Egress,SYN-Sent,0.063106958,3.349195847,6.919003457,42.988853,Smart Bulb,VendorA,v1.0,268.0729118,387.5686655,5.72621976,1,502.6907142,499.7909876,4.744195005,ASCII,1,1,JS,26.50964736,1856.548358,59.67193587,508.7040342,706,36651,0.024144482,0.030576707,0.287702461,1447.309651,69.33641499,233.5642055,13,0,Botnet,Physical,68.9207595,-109.5645241,14.64259187,-123.7885866,4.985374638,1,0,5271.632677,1,1,1
192.168.0.22,10.0.0.139,60531,33605,TCP,618.9087016,440.8715182,17.30026255,8.687922589,SYN,8746.66663,8181.440153,Ingress,Established,0.028188172,1.187112296,0.001889091,119.7199681,Smart Camera,VendorB,v3.5,3.38295637,520.3998903,166.0495313,2.1,487.3137055,2975.840845,5.035925701,ASCII,1,0,Binary,9.814590076,31.74629433,8.383967852,164.736812,273,8053,0.76860992,0.086185607,0.014177191,1732.579844,83.65554474,76.55441257,15,0,Ransomware,File Download,-83.87628711,77.02929194,-28.37285346,123.8028918,3.902357852,1,1,330.1022283,0,1,1
192.168.0.160,10.0.0.64,47360,18203,TCP,2907.02026,1206.11194,22.02723337,97.42641818,PSH,36765.04007,1156.046095,Ingress,SYN-Sent,0.056261917,0.220389996,13.58452975,21.18165609,Smart Camera,VendorB,v1.0,79.90112093,113.216402,19.09739969,2.1,437.1207181,638.4182081,0.623943696,Binary,0,1,HTML,18.62747349,2286.756244,38.80621413,286.0076111,408,2480,0.049425971,0.27730358,0.272784421,714.6863974,34.9874447,21.58990209,18,5,Botnet,Physical,35.89560046,-62.96914286,-15.44245466,-19.44907023,1.660093397,1,0,4118.039413,0,1,1
192.168.0.251,10.0.0.185,41436,47102,ICMP,22.71790851,24.20630731,21.40686135,11.78632001,PSH,1334.437775,29290.88463,Ingress,Established,0.029911691,6.515871021,1.604110548,29.94839433,Smart Bulb,VendorA,v3.5,25.80236385,77.0229523,115.2424814,1,4157.376738,787.2596212,2.95547928,ASCII,1,1,Binary,40.23166383,322.0639273,25.21416448,50.26456784,453,29011,0.696569974,0.220779999,1.22141171,500.2708656,74.63573029,39.85846507,6,6,Botnet,Physical,33.31168612,-37.60476938,39.27401919,33.56898551,7.305223844,0,0,613.623986,1,1,1
192.168.0.207,10.0.0.216,9999,57984,TCP,3576.511218,2228.894809,149.2354818,81.12751163,SYN,5662.036382,12427.48407,Egress,Established,0.049631988,0.29598865,5.027825126,75.47320365,Smart Camera,VendorA,v3.5,34.69644729,259.9271338,27.35610272,1,444.7208414,661.3003225,5.357092554,ASCII,0,0,Binary,33.55284352,802.1006969,3.891626075,425.286009,1485,55231,0.369707643,0.151899843,0.392652002,99.81998059,74.90258964,45.54305645,3,4,None,None,60.90602992,25.81844554,43.47154672,-24.78115981,13.80503903,0,0,3078.837088,1,1,0
192.168.0.47,10.0.0.80,34907,23315,UDP,10625.50618,248.4762576,8.792533823,184.0814843,SYN,1588.541237,6105.845661,Ingress,SYN-Sent,0.047729839,5.524936755,27.75316466,43.81106509,Thermostat,VendorB,v1.0,43.62735365,151.3111647,69.93277782,1,109.0235594,845.9629668,6.148707501,Binary,0,1,HTML,16.24821632,3558.369664,97.2465296,106.5536135,1453,58714,0.059076116,0.116787569,0.498486041,351.3768399,99.24233622,22.83885357,21,3,None,None,51.12173763,-45.26108455,-53.34601983,-44.4885261,4.740910727,0,0,6374.832976,1,1,0
192.168.0.204,10.0.0.242,42577,57063,TCP,1305.280575,76.78357486,184.5087461,10.18036459,SYN,2534.176446,4588.754525,Ingress,Established,0.003143231,0.078931173,13.63272657,43.57042455,Smart Camera,VendorB,v2.1,18.26323204,40.48264366,19.97603702,3.2,1570.984899,3207.180791,11.11919547,ASCII,0,1,Binary,16.58110378,44.85272556,78.48636438,156.8687289,102,37433,0.087652887,0.238799697,0.60739189,279.5331806,19.68127925,31.23352077,16,5,None,None,-42.42168707,-120.3191843,-29.79454881,121.5100064,0.569060356,0,1,16044.53339,0,1,0
192.168.0.25,10.0.0.78,13189,11786,UDP,1891.141143,1555.476324,5.954830709,4.31169905,ACK,9373.33406,3528.320322,Ingress,SYN-Sent,0.023092566,5.14885491,41.66159514,6.59890071,Smart Bulb,VendorB,v3.5,261.2171452,64.40915807,56.96016319,1,580.5684101,2028.344994,0.084938763,ASCII,0,1,Binary,32.57968534,3981.900678,42.44839896,215.594489,371,6834,0.174932799,0.045586689,1.763780403,471.648804,57.17151754,103.4782271,8,5,Ransomware,Physical,-79.14604659,155.5531853,2.813208977,-163.9389194,19.25142076,1,0,39116.36987,1,1,1
192.168.0.37,10.0.0.37,7652,16490,UDP,6055.799497,122.0834437,184.5246276,3.788574905,PSH,32.89294419,8203.890226,Egress,SYN-Sent,0.066032377,0.252451673,17.38802557,21.1388513,Smart Camera,VendorA,v1.0,78.92806508,178.6551531,18.10777214,1,178.987505,1819.20409,4.709318142,Binary,1,1,HTML,11.50923977,1480.307983,25.74899673,60.50043949,1296,55997,0.379830306,0.450757271,0.394234586,93.62331385,44.91830125,69.30292169,2,0,Ransomware,Network,67.50564598,35.67488332,-19.17947218,-11.32384337,1.135933792,0,1,4578.140927,0,0,1
192.168.0.16,10.0.0.127,59986,59194,TCP,285.9691023,311.1540359,364.8336793,92.76654445,ACK,4250.890339,10652.386,Egress,SYN-Sent,0.06128722,0.828464825,19.44712866,19.4334136,Smart Camera,VendorC,v2.1,3.358969639,249.2928038,21.28009318,1,31.91237455,148.4116532,18.40153603,Binary,0,1,Binary,8.404949234,884.5744247,197.678755,296.3659087,1233,7985,0.000915077,0.143419451,0.17005265,154.0446883,162.585726,47.7242679,4,5,None,None,16.96832261,147.6743331,3.453697141,-15.52219722,7.556627915,0,0,876.3992771,0,1,0
192.168.0.66,10.0.0.113,6658,60290,UDP,160.8790996,721.1859108,181.5387437,16.69354156,ACK,698.251501,3125.835395,Ingress,SYN-Sent,0.103711958,2.068209304,8.484389813,19.92346326,Smart Bulb,VendorA,v2.1,291.8498033,1054.120863,78.88654096,2.1,1545.691586,1522.515726,14.74530818,ASCII,0,1,Binary,87.38191474,3628.597203,86.72937088,183.8091908,592,32014,0.093837611,0.192822582,0.152633013,1913.939238,8.324791084,38.97072429,7,2,None,None,71.12159929,-93.96927303,11.10614803,-110.1072888,1.509909166,0,0,598.8999024,0,1,0
192.168.0.246,10.0.0.227,41564,27728,TCP,230.1251682,744.3992617,27.79133085,29.87195863,SYN,5795.058597,12735.46388,Ingress,Established,0.060555673,5.673658159,23.58342618,67.25460644,Thermostat,VendorB,v1.0,74.61923533,691.0973419,6.960443523,3.2,603.8290733,1712.804498,12.80324756,ASCII,0,1,Binary,44.67757015,1414.489693,31.71945301,54.905757,1337,38611,0.243957234,0.197465305,0.182297965,466.8647161,16.21736824,103.5798422,21,6,None,None,-30.55861388,108.6607448,60.5149626,-139.2822478,1.651992462,1,0,371.1931657,1,1,0
192.168.0.252,10.0.0.19,9526,44177,TCP,2068.808617,237.18247,217.9771162,4.568757919,SYN,2224.820038,7704.833042,Egress,SYN-Sent,0.024866524,1.831119857,2.085789496,65.99693021,Thermostat,VendorB,v2.1,19.91642274,334.1393995,6.041474043,3.2,1520.818233,102.2367855,4.118737312,ASCII,0,1,Binary,4.045019078,1303.109524,196.960637,44.70102336,42,40259,0.394260192,0.571051665,0.067380013,5570.515991,246.3323629,34.32384801,21,2,None,None,32.66714364,95.31646196,-45.45506842,52.09588015,4.583846322,0,0,6853.919628,1,1,0
192.168.0.240,10.0.0.232,63519,20885,UDP,887.3752266,262.6154345,128.7367367,67.47221962,SYN,3009.1878,4825.671586,Egress,Established,0.037696344,3.136108793,16.28689604,221.4596225,Smart Camera,VendorA,v1.0,144.2826629,610.5895665,6.154716603,1,1448.030659,984.3811307,3.58980395,ASCII,0,1,HTML,35.82445222,875.5652177,32.80487089,81.93053395,975,46965,0.19976355,0.268984336,0.308558431,206.8765292,236.7221048,20.42073393,20,4,Botnet,Physical,56.83113774,155.421552,-72.50044146,162.8968305,5.240879453,1,0,10025.45761,1,1,1
192.168.0.228,10.0.0.142,49302,26103,TCP,421.2349063,533.5124378,93.51195233,90.31748108,ACK,2938.979476,8386.578288,Ingress,Established,0.026918146,1.767843533,35.80914488,69.0218808,Smart Camera,VendorB,v1.0,241.3332654,563.7393928,102.807637,3.2,2725.965491,23.11171762,7.188458174,ASCII,0,1,Binary,20.86094831,986.4882099,3.94269192,389.1463485,299,64507,0.844301706,0.152983985,0.061433659,3528.948236,73.53925746,18.83473874,12,2,Botnet,Physical,12.49865679,-46.91862398,7.849628029,-146.4669465,3.607837735,0,0,11645.31251,1,0,1
